0	5	2.33408e-07	1.06703e-15	2.74098e-10	2.66426e-06	3.36242e-10	0.999997
0	5	1.08497e-14	1.74101e-21	7.94645e-17	7.22168e-09	1.22334e-14	1
0	5	1.01764e-18	2.20848e-26	6.51823e-27	3.40988e-13	6.86293e-23	1
0	5	3.49805e-28	3.38319e-36	1.19825e-33	1.45562e-17	9.61077e-31	1
0	5	7.7199e-30	4.36185e-36	4.48569e-38	2.14165e-15	2.95976e-32	1
0	5	8.25718e-32	6.34404e-36	1.21202e-40	8.0416e-17	9.13479e-33	1
0	5	7.76619e-32	2.04917e-35	4.28091e-40	1.84485e-17	4.3771e-32	1
0	5	5.95818e-31	2.90524e-35	9.13995e-39	2.59635e-18	1.71726e-31	1
0	5	2.09087e-29	7.70141e-36	7.06332e-38	5.58591e-20	7.49076e-31	1
0	5	8.47477e-27	7.09638e-36	1.32783e-36	4.04014e-18	2.05334e-30	1
0	5	4.30489e-25	1.0538e-34	8.71651e-36	8.09951e-15	5.3295e-30	1
0	5	1.77192e-25	2.07261e-36	1.58439e-37	2.54923e-14	3.13663e-32	1
0	5	1.10453e-25	3.61333e-37	7.53396e-39	2.47135e-13	1.53361e-34	1
0	5	7.58866e-25	6.06968e-36	3.09687e-39	1.13708e-10	6.73707e-36	1
0	5	4.18529e-20	1.31751e-31	3.51587e-36	2.94269e-07	4.04227e-33	1
0	5	1.35503e-14	3.41887e-20	9.52458e-26	0.000376355	2.73621e-23	0.999624
0	5	3.41302e-13	5.68745e-19	5.80097e-21	0.00232478	7.20122e-16	0.997675
0	5	1.23777e-08	1.40917e-14	2.72083e-12	0.0121796	2.37282e-07	0.98782
